0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.5,0.5,0.5,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0.15,0,0,0,0,0,0.15,0.15,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.7,0.7,0.5,0.5,0.5,0.3,0.3,0.15,0.15,0.15,0,0,0,0,0,0.15,0.15,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.7,0.7,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0,0,0,0,0,0.15,0.15,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.8,0.8,0.9,0.9,0.95,0.9,0.9,0.8,0.8,0.8,0.7,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0.15,0,0,0,0,0.15,0.15,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.7,0.8,0.8,0.9,0.95,0.95,0.95,0.9,0.9,0.8,0.8,0.7,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0.15,0,0,0,0,0.15,0.15,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.8,0.8,0.8,0.9,0.95,0.95,0.95,0.9,0.9,0.8,0.8,0.7,0.7,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0.15,0,0,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.8,0.8,0.8,0.9,0.9,0.95,0.95,0.9,0.9,0.8,0.8,0.7,0.7,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0.15,0,0,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.7,0.7,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3
0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3
